[2025-10-19 08:02:25:718] [8:02:25] 正在启动游戏客户端控制器...
[2025-10-19 08:02:25:723] [8:02:25] 游戏控制台启动完成...

[2025-10-19 08:02:37:726] [8:02:37] 正在启动数据库服务器...
[2025-10-19 08:02:39:799] [8:02:39] 数据库服务器启动完成...

[2025-10-19 08:02:40:346] [8:02:40] 正在启动游戏主程序...

[2025-10-19 08:02:49:887] [8:02:49] 游戏主程序启动完成...

[2025-10-19 08:02:50:213] [8:02:50] 正在启动游戏网关[7001]...
[2025-10-19 08:02:50:217] [8:02:50] 游戏网关启动完成[7001]...
[2025-10-19 08:02:50:534] [8:02:50] 正在启动登录网关[7000]...

[2025-10-19 09:23:30:612] [9:23:30] 正在启动游戏客户端控制器...
[2025-10-19 09:23:30:614] [9:23:30] 游戏控制台启动完成...

[2025-10-19 09:23:36:199] [9:23:36] 正在启动数据库服务器...
[2025-10-19 09:23:38:277] [9:23:38] 数据库服务器启动完成...
[2025-10-19 09:23:39:256] [9:23:39] 正在启动游戏主程序...

[2025-10-19 09:23:48:340] [9:23:48] 游戏主程序启动完成...
[2025-10-19 09:23:48:772] [9:23:48] 正在启动游戏网关[7001]...
[2025-10-19 09:23:48:779] [9:23:48] 游戏网关启动完成[7001]...
[2025-10-19 09:23:49:096] [9:23:49] 正在启动登录网关[7000]...

[2025-10-19 11:10:28:131] [11:10:28] 游戏引擎服务器心跳中断，已被重新启动...
[2025-10-19 11:10:28:971] [11:10:28] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:19:707] [11:16:19] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:21:673] [11:16:21] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:23:749] [11:16:23] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:25:757] [11:16:25] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:27:728] [11:16:27] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:29:726] [11:16:29] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:31:797] [11:16:31] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:33:767] [11:16:33] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:35:840] [11:16:35] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:37:833] [11:16:37] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:39:798] [11:16:39] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:41:888] [11:16:41] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:43:870] [11:16:43] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:45:940] [11:16:45] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:47:904] [11:16:47] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:49:896] [11:16:49] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:51:967] [11:16:51] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:53:935] [11:16:53] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:16:56:017] [11:16:55] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:57:980] [11:16:57] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:16:59:958] [11:16:59] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:02:032] [11:17:01] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:04:004] [11:17:03] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:06:088] [11:17:05] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:08:047] [11:17:08] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:10:131] [11:17:10] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:12:100] [11:17:12] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:14:072] [11:17:14] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:16:145] [11:17:16] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:18:112] [11:17:18] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:20:202] [11:17:20] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:22:175] [11:17:22] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:24:138] [11:17:24] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:26:221] [11:17:26] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:28:195] [11:17:28] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:30:268] [11:17:30] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:32:242] [11:17:32] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:34:313] [11:17:34] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:36:279] [11:17:36] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:38:245] [11:17:38] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:40:344] [11:17:40] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:42:337] [11:17:42] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:44:407] [11:17:44] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:46:376] [11:17:46] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:48:341] [11:17:48] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:50:425] [11:17:50] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:52:393] [11:17:52] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:54:471] [11:17:54] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:17:56:436] [11:17:56] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:17:58:525] [11:17:58] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:00:492] [11:18:00] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:02:459] [11:18:02] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:04:536] [11:18:04] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:06:500] [11:18:06] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:08:576] [11:18:08] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:10:543] [11:18:10] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:12:520] [11:18:12] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:14:589] [11:18:14] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:16:560] [11:18:16] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:18:638] [11:18:18] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:20:610] [11:18:20] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:22:691] [11:18:22] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:24:655] [11:18:24] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:26:624] [11:18:26] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:28:708] [11:18:28] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:30:677] [11:18:30] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:32:752] [11:18:32] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:34:718] [11:18:34] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:36:793] [11:18:36] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:38:768] [11:18:38] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:40:840] [11:18:40] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:42:810] [11:18:42] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:44:779] [11:18:44] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:46:860] [11:18:46] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:48:826] [11:18:48] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:50:909] [11:18:50] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:52:877] [11:18:52] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:54:960] [11:18:54] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:18:56:920] [11:18:56] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:18:58:894] [11:18:58] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:00:970] [11:19:00] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:02:936] [11:19:02] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:05:020] [11:19:04] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:06:986] [11:19:06] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:08:952] [11:19:08] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:11:033] [11:19:10] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:13:010] [11:19:12] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:15:077] [11:19:15] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:17:043] [11:19:17] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:19:128] [11:19:19] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:21:094] [11:19:21] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:23:178] [11:19:23] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:25:139] [11:19:25] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:27:107] [11:19:27] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:29:194] [11:19:29] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:31:161] [11:19:31] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:33:236] [11:19:33] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:35:204] [11:19:35] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:37:172] [11:19:37] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:39:246] [11:19:39] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:41:228] [11:19:41] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:43:294] [11:19:43] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:45:264] [11:19:45] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:47:344] [11:19:47] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:49:312] [11:19:49] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:51:394] [11:19:51] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:53:355] [11:19:53] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:19:55:328] [11:19:55] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:57:403] [11:19:57] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:19:59:380] [11:19:59] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:20:01:450] [11:20:01] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:20:03:427] [11:20:03] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:20:05:396] [11:20:05] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:20:07:467] [11:20:07] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:20:09:437] [11:20:09] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:20:11:520] [11:20:11] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:20:13:493] [11:20:13] RunGate(657776, 7001) Connect Fail

[2025-10-19 11:20:15:562] [11:20:15] RunGate(657776, 7001) Connect Fail
[2025-10-19 11:20:17:528] [11:20:17] RunGate(657776, 7001) Connect Fail
