file,section,line,denominator,item,category,conditional,if_cond,if_expr,callback
"第一大陆爆率.txt","通用中怪","164","5","辰星战镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","165","5","辰星战链","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","166","5","辰星战盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","168","15","辰星战甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","169","15","辰星战刃","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","170","5","辰星战戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","171","5","辰星战镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","172","5","辰星战链","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","173","5","辰星战盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","176","28","古月战狂甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","177","28","古月彻地斩","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","178","11","古月战狂戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","179","11","古月战狂镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","180","11","古月战狂链","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","181","11","古月战狂盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","184","28","古月战狂甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","185","28","古月彻地斩","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","186","11","古月战狂戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","187","11","古月战狂镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","188","11","古月战狂链","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","189","11","古月战狂盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","191","38","青天战幻甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","192","38","青天怒斩","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","193","18","青天战幻戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","194","18","青天战幻镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","195","18","青天战幻链","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","196","18","青天战幻盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","198","38","青天战幻甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","199","38","青天怒斩","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","200","18","青天战幻戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","201","18","青天战幻镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","202","18","青天战幻链","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","203","18","青天战幻盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","205","55","凌风战影甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","206","55","凌风七色刃","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","207","25","凌风战虎戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","208","25","凌风战虎镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","209","25","凌风战挂坠","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","210","25","凌风战兽盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","212","55","凌风战影甲","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","213","55","凌风七色刃","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","214","25","凌风战虎戒","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","215","25","凌风战虎镯","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","216","25","凌风战挂坠","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","217","25","凌风战兽盔","好爆","0","0","",""
"第一大陆爆率.txt","通用中怪","219","888","雪隐残锋","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","220","888","惊雷震世","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","221","888","烬海残光","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","222","888","苍穹寂灭","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","223","888","月华流影","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","224","888","傲霜孤","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","225","888","炽焰护腕","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","226","888","烈焰指环","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","227","888","王权圣戒","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","228","888","龙魂吊坠","一般","0","0","",""
"第一大陆爆率.txt","通用中怪","230","2555","雷霆幻","难爆","0","0","",""
"第一大陆爆率.txt","通用中怪","231","2555","龙鳞震岳","难爆","0","0","",""
"第一大陆爆率.txt","通用中怪","232","2555","啸风逐电","难爆","0","0","",""
"第一大陆爆率.txt","通用中怪","234","2555","天罚雷击","难爆","0","0","",""
"第一大陆爆率.txt","通用中怪","235","2555","烈焰焚天","难爆","0","0","",""
"第一大陆爆率.txt","通用中怪","236","2555","霜雪之间","难爆","0","0","",""
"第一大陆爆率.txt","通用大怪","243","1","50W经验卷","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","244","1","50W经验卷","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","245","1","100W经验卷","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","247","1","天工之锤","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","248","1","焚天石","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","249","1","天工之锤","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","250","1","焚天石","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","252","1","好感度道具","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","254","288","女儿红","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","255","288","莲花白","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","256","68","竹叶青","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","257","68","百花酿","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","258","68","八仙醉","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","260","28","冥海圣武甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","261","28","冥海圣刃","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","262","8","冥海圣武靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","263","8","冥海圣武带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","264","8","冥海圣武戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","265","8","冥海圣武镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","266","8","冥海圣武链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","267","8","冥海圣武盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","269","28","冥海圣武甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","270","28","冥海圣刃","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","271","8","冥海圣武靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","272","8","冥海圣武带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","273","8","冥海圣武戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","274","8","冥海圣武镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","275","8","冥海圣武链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","276","8","冥海圣武盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","279","45","苍月圣魂甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","280","45","苍月圣狂斩","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","281","15","苍月圣魂靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","282","15","苍月圣魂带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","283","15","苍月圣魂戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","284","15","苍月圣魂镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","285","15","苍月圣魂链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","286","15","苍月圣魂盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","288","45","苍月圣魂甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","289","45","苍月圣狂斩","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","290","15","苍月圣魂靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","291","15","苍月圣魂带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","292","15","苍月圣魂戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","293","15","苍月圣魂镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","294","15","苍月圣魂链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","295","15","苍月圣魂盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","298","69","吟龍圣甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","299","69","吟龍圣者剑","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","300","29","吟龍圣靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","301","29","吟龍圣带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","302","29","吟龍圣戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","303","29","吟龍圣镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","304","29","吟龍圣链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","305","29","吟龍圣盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","308","69","吟龍圣甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","309","69","吟龍圣者剑","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","310","29","吟龍圣靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","311","29","吟龍圣带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","312","29","吟龍圣戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","313","29","吟龍圣镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","314","29","吟龍圣链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","315","29","吟龍圣盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","317","88","殘魂必殺甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","318","88","殘魂必殺刃","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","319","41","殘魂神靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","320","41","殘魂神带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","321","41","殘魂神戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","322","41","殘魂神镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","323","41","殘魂神链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","324","41","殘魂神盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","326","88","殘魂必殺甲","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","327","88","殘魂必殺刃","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","328","41","殘魂神靴","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","329","41","殘魂神带","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","330","41","殘魂神戒","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","331","41","殘魂神镯","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","332","41","殘魂神链","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","333","41","殘魂神盔","好爆","0","0","",""
"第一大陆爆率.txt","通用大怪","335","788","雪隐残锋","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","336","788","惊雷震世","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","337","788","烬海残光","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","338","788","苍穹寂灭","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","339","788","月华流影","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","340","788","傲霜孤","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","341","788","炽焰护腕","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","342","788","烈焰指环","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","343","788","王权圣戒","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","344","788","龙魂吊坠","一般","0","0","",""
"第一大陆爆率.txt","通用大怪","346","1333","雷霆幻","难爆","0","0","",""
"第一大陆爆率.txt","通用大怪","347","1333","龙鳞震岳","难爆","0","0","",""
"第一大陆爆率.txt","通用大怪","348","1333","啸风逐电","难爆","0","0","",""
"第一大陆爆率.txt","通用大怪","350","1333","天罚雷击","难爆","0","0","",""
"第一大陆爆率.txt","通用大怪","351","1333","烈焰焚天","难爆","0","0","",""
"第一大陆爆率.txt","通用大怪","352","1333","霜雪之间","难爆","0","0","",""
"第七大陆爆率.txt","通用","3","1","元宝[5]","好爆","0","0","",""
"第七大陆爆率.txt","通用","4","2","元宝[5]","好爆","0","0","",""
"第七大陆爆率.txt","通用","5","2","元宝[5]","好爆","0","0","",""
"第七大陆爆率.txt","通用","7","1","金币(小)","好爆","0","0","",""
"第七大陆爆率.txt","通用","8","10","金币(小)","好爆","0","0","",""
"第七大陆爆率.txt","通用","9","15","金币(小)","好爆","0","0","",""
"第七大陆爆率.txt","通用","10","45","金币(中)","好爆","0","0","",""
"第七大陆爆率.txt","通用","11","688","金币(大)","一般","0","0","",""
"第七大陆爆率.txt","通用","73","1","天工之锤","好爆","0","0","",""
"第七大陆爆率.txt","通用","74","1","焚天石","好爆","0","0","",""
"第七大陆爆率.txt","通用","75","1","天工之锤","好爆","0","0","",""
"第七大陆爆率.txt","通用","76","1","焚天石","好爆","0","0","",""
"第七大陆爆率.txt","通用","77","1","天工之锤","好爆","0","0","",""
"第七大陆爆率.txt","通用","78","1","焚天石","好爆","0","0","",""
"第七大陆爆率.txt","通用","80","5888","幻灵石","难爆","0","0","",""
"第七大陆爆率.txt","通用","81","388","秋露白","一般","0","0","",""
"第七大陆爆率.txt","通用","82","388","金茎露","一般","0","0","",""
"第七大陆爆率.txt","通用","83","188","寒潭香","一般","0","0","",""
"第七大陆爆率.txt","通用","84","188","竹叶青","一般","0","0","",""
"第七大陆爆率.txt","通用","85","188","女儿红","一般","0","0","",""
"第七大陆爆率.txt","通用","88","1248888","荣耀之证","有条件的爆","1","1","U225 > 1000",""
"第七大陆爆率.txt","通用","90","456999","净世真言","难爆","0","0","",""
"第七大陆爆率.txt","通用","91","168999","天恩圣符","难爆","0","0","",""
"第七大陆爆率.txt","通用","92","168999","黎明之誓","难爆","0","0","",""
"第七大陆爆率.txt","通用","93","168999","圣光誓约","难爆","0","0","",""
"第七大陆爆率.txt","通用","94","928888","被封印的剑灵","难爆","0","0","",""
"第七大陆爆率.txt","通用","95","528888","月如歌","难爆","0","0","",""
"第七大陆爆率.txt","通用","96","528888","月中寒","难爆","0","0","",""
"第七大陆爆率.txt","通用","97","528888","弑道焚心","难爆","0","0","",""
"第七大陆爆率.txt","通用","98","528888","万劫归墟","难爆","0","0","",""
"第七大陆爆率.txt","通用","99","528888","鸿蒙初判","难爆","0","0","",""
"第七大陆爆率.txt","通用","101","188","黑日","一般","0","0","",""
"第七大陆爆率.txt","通用","102","188","不朽","一般","0","0","",""
"第七大陆爆率.txt","通用","103","188","血系结罗","一般","0","0","",""
"第七大陆爆率.txt","通用","104","188","湿婆业舞","一般","0","0","",""
"第七大陆爆率.txt","通用","105","188","王权","一般","0","0","",""
"第七大陆爆率.txt","通用","106","188","君焰","一般","0","0","",""
"第七大陆爆率.txt","通用","107","288","风王之瞳","一般","0","0","",""
"第七大陆爆率.txt","通用","108","288","轮回之力","一般","0","0","",""
"第七大陆爆率.txt","通用","109","288","自闭圆顿裹","一般","0","0","",""
"第七大陆爆率.txt","通用","110","288","怠惰の罪","一般","0","0","",""
"第七大陆爆率.txt","通用","111","688","弑序亲王","一般","0","0","",""
"第七大陆爆率.txt","通用","112","688","命运之轮","一般","0","0","",""
"第七大陆爆率.txt","通用","113","688","星空·道极","一般","0","0","",""
"第七大陆爆率.txt","通用","114","688","死之藤蔓","一般","0","0","",""
"第七大陆爆率.txt","通用","115","688","流明","一般","0","0","",""
"第七大陆爆率.txt","通用","116","688","旧日支配者","一般","0","0","",""
"第七大陆爆率.txt","通用","117","988","耶梦加得","一般","0","0","",""
"第七大陆爆率.txt","通用","118","988","尼德霍格","一般","0","0","",""
"第七大陆爆率.txt","通用","119","988","血の恩赐","一般","0","0","",""
"第七大陆爆率.txt","通用","120","988","黑炎牢狱","一般","0","0","",""
"第七大陆爆率.txt","通用","121","1588","星辰神器","难爆","0","0","",""
"第七大陆爆率.txt","通用","122","1588","此下众生","难爆","0","0","",""
"第七大陆爆率.txt","通用","123","1588","此上无人","难爆","0","0","",""
"第七大陆爆率.txt","通用","124","1588","烟雨醉浮生","难爆","0","0","",""
"第七大陆爆率.txt","通用","125","1588","落花三千","难爆","0","0","",""
"第七大陆爆率.txt","通用","126","1588","流水无情","难爆","0","0","",""
"第七大陆爆率.txt","通用","127","2588","世界树灵枝","难爆","0","0","",""
"第七大陆爆率.txt","通用","128","2588","午夜虹吸","难爆","0","0","",""
"第七大陆爆率.txt","通用","129","2588","王之蔑视","难爆","0","0","",""
"第七大陆爆率.txt","通用","130","2588","特修斯の魔","难爆","0","0","",""
"第七大陆爆率.txt","通用","131","288","妖魔玉佩","一般","0","0","",""
"第七大陆爆率.txt","通用","132","288","不死之花","一般","0","0","",""
"第七大陆爆率.txt","通用","133","288","月光钻石","一般","0","0","",""
"第七大陆爆率.txt","通用","134","288","大佛舍利","一般","0","0","",""
"第七大陆爆率.txt","通用","135","288","魔晶戒指","一般","0","0","",""
"第七大陆爆率.txt","通用","136","288","初心手镯","一般","0","0","",""
"第七大陆爆率.txt","通用","137","888","魔王水晶","一般","0","0","",""
"第七大陆爆率.txt","通用","138","888","魔王神油","一般","0","0","",""
"第七大陆爆率.txt","通用","139","888","恶魔牙骨","一般","0","0","",""
"第七大陆爆率.txt","通用","140","888","恶魔之角","一般","0","0","",""
"第七大陆爆率.txt","通用","141","888","魔罗指环","一般","0","0","",""
"第七大陆爆率.txt","通用","142","888","魔罗之卵","一般","0","0","",""
"第七大陆爆率.txt","通用","143","1888","虚耗(太古结界)","难爆","0","0","",""
"第七大陆爆率.txt","通用","144","1888","祖明(太古结界)","难爆","0","0","",""
"第七大陆爆率.txt","通用","145","1888","穷奇(太古结界)","难爆","0","0","",""
"第七大陆爆率.txt","通用","146","1888","疆良(太古结界)","难爆","0","0","",""
"第七大陆爆率.txt","通用","147","1888","伯奇(太古结界)","难爆","0","0","",""
"第七大陆爆率.txt","通用","148","1888","雄伯(太古结界)","难爆","0","0","",""
"第七大陆爆率.txt","通用","149","388","狂·崆峒靴子","一般","0","0","",""
"第七大陆爆率.txt","通用","150","388","狂·崆峒腰带","一般","0","0","",""
"第七大陆爆率.txt","通用","151","388","狂·崆峒戒指","一般","0","0","",""
"第七大陆爆率.txt","通用","152","388","狂·崆峒手镯","一般","0","0","",""
"第七大陆爆率.txt","通用","153","388","狂·崆峒项链","一般","0","0","",""
"第七大陆爆率.txt","通用","154","388","狂·崆峒头盔","一般","0","0","",""
"第七大陆爆率.txt","通用","155","1288","暴·乾坤靴子","难爆","0","0","",""
"第七大陆爆率.txt","通用","156","1288","暴·乾坤腰带","难爆","0","0","",""
"第七大陆爆率.txt","通用","157","1288","暴·乾坤戒指","难爆","0","0","",""
"第七大陆爆率.txt","通用","158","1288","暴·乾坤手镯","难爆","0","0","",""
"第七大陆爆率.txt","通用","159","1288","暴·乾坤项链","难爆","0","0","",""
"第七大陆爆率.txt","通用","160","1288","暴·乾坤头盔","难爆","0","0","",""
"第七大陆爆率.txt","通用","161","3888","神·神龙靴子","难爆","0","0","",""
"第七大陆爆率.txt","通用","162","3888","神·神龙腰带","难爆","0","0","",""
"第七大陆爆率.txt","通用","163","3888","神·神龙戒指","难爆","0","0","",""
"第七大陆爆率.txt","通用","164","3888","神·神龙手镯","难爆","0","0","",""
"第七大陆爆率.txt","通用","165","3888","神·神龙项链","难爆","0","0","",""
"第七大陆爆率.txt","通用","166","3888","神·神龙头盔","难爆","0","0","",""
